0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,label
1.0,1.0,0.5925270841071206,1.0,0.9661432429882824,0.8599725237056186,1.0,0.49415852607595784,1.0,0.16477175623960377,1.0,-0.16271142072258934,1.0,-0.4212170899446954,0.9973149813679604,-0.51364001023632,0.6209248996436609,-0.6340002748499196,0.3971285335968399,-0.6040696887002949,0.016067653916005512,-0.3942606030758769,-0.19103460578793702,-0.2278038940802462,-0.4377935062405424,0.022388634184309496,-0.6015166409715416,0.3836874354460021,-0.5701766945589071,0.6167005758721215,-0.5127888266126509,0.8461430033519998,-0.28222230643890556,0
-0.1232880830652692,-0.037772156726165185,0.13676701698132193,-0.008399806997867245,-0.21402331915452794,1.0,-1.0,0.15277062880539324,-0.1953639374213169,-1.0,-0.9286369566851871,-0.012200280610138297,-0.16562086832493902,-0.3341524629580921,0.2132571181304704,1.0,1.0,-0.8699863260895371,-0.9164414443432589,-0.04498722972058951,0.068567369589478,0.20055517249190144,0.011621529958325992,1.0,0.7900809358946401,0.7750327944232575,1.0,-0.11462401111292297,0.2860671688600291,1.0,1.0,0.1238210827771751,-0.12902170731384122,0
0.8163706618154398,0.5573903925688789,-0.16625407317325253,0.6597050581765757,-0.15422671412731637,0.6402087791721526,-0.08777928351904332,0.6957619826726122,-0.043807143718545605,0.41661611229178164,-0.08415079351375326,0.5637110814447539,-0.07356699537094684,0.5482793450247645,-0.11405255723870725,0.44292218178528164,0.02496393171933213,0.6376837300199134,-0.18835910283257282,0.5083539273735987,-0.04261745192942969,0.5213973552887453,-0.17958895963046856,0.5277226769254909,-0.15146216715287597,0.4835315062663955,-0.08029820075671672,0.4533490651760557,-0.08144699982810301,0.3495214956183872,-0.07280671934217056,0.4253629724851073,-0.1341735432177556,0
0.014820421443959772,-0.9240622162332854,1.0,0.007694182954144352,0.36274870350773175,0.1436007805568927,-0.08485002258517711,-1.0,1.0,1.0,0.923818732219397,0.21552190609982874,-0.03284634375376791,0.05063628014744032,0.19745851560628735,0.991579090890582,0.8908772747518203,-0.9579681282658395,0.9126244131876303,0.9798198177667387,0.8341975317982318,0.06917495532181407,0.10657482448856039,-0.8613774319852552,-0.9066837149560592,0.9820505808895765,-0.7827241096892221,1.0,-1.0,-0.7968198613741508,0.9824160482570353,0.054303123965053185,0.10843912568964689,1
-0.08591582169898992,-0.012658024282088717,-0.12014456893709531,0.019475259059746595,0.032306094326154555,0.10732306165150109,0.07319742808866922,-0.06579726474315478,0.09195427569534059,0.020378242578757103,-0.0109778031656061,-0.09385699990360184,0.0838603204089168,0.0320816187048118,-0.08229394472924073,-0.05389632275396729,-0.03658925000608877,-0.06361249136469622,0.06568466900613262,0.02589151036805393,-0.024583262508698765,0.06177406846757728,0.04416398938151857,0.03084791536348805,-0.04099236844451198,1.0,0.1184592666419026,0.07917601105923264,-0.012136648052741845,0.06180163052381364,0.06435484298317085,-0.02933377340038671,0.0709368238975542,0
-0.039065931458880536,1.0,-1.0,-0.1322041187610434,0.084222426373643,-0.061480103235851666,-0.2034281474889565,1.0,0.8460559596968129,0.9720797981352506,-1.0,-0.7604256879756309,0.8761532759288124,0.09999909327708476,0.015515293402967622,-0.8622884966704751,0.9147164503841588,1.0,0.7333491700294478,-1.0,1.0,1.0,0.6102940516278506,-0.9396214569754785,1.0,1.0,0.8647733711724852,1.0,-0.9075050503846475,1.0,1.0,1.0,0.8281431375314943,0
1.0,0.7935479946909783,0.044817122349527866,0.7658136411691779,0.20331833737686175,0.9960164355779987,0.23661054105471127,1.0,0.4088861734717375,0.9646306860069973,0.29459575907842983,0.8271929944282228,0.5825480169572775,1.0,0.5498703949665824,0.8095376280627353,0.8135912676693353,0.6625021222278417,0.8921770846482278,0.7130343364003255,0.8814538627685667,0.5475705036579744,1.0,0.3200103642129922,1.0,0.44157192841218057,1.0,0.20463471436416042,0.9788364584149267,0.3373363829130108,0.7161197898786578,0.06761432054584131,0.5630746236476336,0
1.0,1.0,0.2924942040258206,1.0,0.3315851489567575,1.0,0.29479145857520167,1.0,0.28495550283059556,1.0,0.3306396006227394,1.0,0.32052134199499244,1.0,0.30889848314521984,1.0,0.3391026442827537,1.0,0.23472216645617008,1.0,0.35438783830332765,1.0,0.37555324990039374,1.0,0.37641609858525177,1.0,0.3084417573516371,1.0,0.29500571568448647,1.0,0.37318725346731285,1.0,0.27815450259412927,0
1.0,1.0,0.3002311537332449,1.0,0.22901418354134423,1.0,0.451703779067887,1.0,0.3326096191337663,1.0,0.44171012082418815,1.0,0.3955607752934943,0.9640320842079362,0.44707556133004533,1.0,0.4324898143294108,0.9052511191244222,0.4800611016206894,1.0,0.42878641730984746,0.9196767313199031,0.5806535191020057,0.9809305511093303,0.5953124386977443,0.8287308659275098,0.5997500381475782,0.8014956276859191,0.6558809120274615,0.7578823233401104,0.7046824470730316,0.5890573325470012,0.6930332229691927,0
1.0,-1.0,0.28105,0.22222,0.15033,-0.75693,-0.70984,-0.30719,0.71242,-1.0,1.0,-0.81699,0.33987,-0.79085,-0.02614,-0.98039,-0.83007,-0.60131,-0.54248,-0.04575,-0.83007,0.94118,-0.94118,-1.0,-0.43137,0.74385,0.09176,-1.0,0.05229,0.18301,0.02614,-0.40201,-0.48241,1
