0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,label
1.0,0.99539,-0.05889,0.85243,0.02306,0.83398,-0.37708,1.0,0.0376,0.85243,-0.17755,0.59755,-0.44945,0.60536,-0.38223,0.84356,-0.38542,0.58212,5.131336295111538,0.56971,-0.29674,0.36946,-0.47357,0.56811,-0.51171,0.41078,-0.46168,0.21266,-0.3409,0.42267,-0.54487,0.18641,-0.453,0.0
1.0,1.0,-0.18829,-0.77501229466187,-0.36156,1.3417039562019912,-0.93597,1.0,-0.04549,0.50874,-0.67743,0.34432,-0.69707,-0.51685,-0.97515,0.05499,-0.62237,6.6145476756881365,-1.0,-0.13151,-0.453,6.369205540694981,-0.35734,-0.20332,-0.26569,-0.20468,-0.3616939638592298,-0.1904,-0.11593,-0.16626,-0.06288,-0.13738,-0.02447,1.0
1.0,0.9556552557841546,-0.03365,5.777690578596675,3.3473327780822624,1.0,-0.12062,0.88965,0.01198,0.73082,5.0941783785894685,0.85443,0.00827,-3.193909153592212,0.00299,0.83775,-0.13644,0.75535,-0.0854,0.70887,-0.0006521968682369206,0.43385,-0.12062,-1.7038219816948577,-0.4022,0.58984,-0.22145,0.431,-0.17365,0.60436,-0.2418,0.56045,-0.38238,0.0
1.0,1.0,-0.45161,1.0,1.0,0.71216,1.1634006493671336,0.0,5.034265938660302,0.0,0.0,0.7680908843569937,0.0,-1.0,0.14516,6.266877319561577,-0.3933,-1.0,-0.54467,-0.69975,1.0,0.0,0.0,1.0,0.90695,0.51613,1.0,1.0,-0.20099,0.25682,1.0,-0.32382,0.574567447094517,0.38964886619742556
1.0,1.0,-0.02401,0.9414,0.06531,0.92106,0.6346994758775281,0.77152,-0.16399,0.52798,-0.20275,0.56409,-0.00712,0.34395,-0.27457,0.5294,-0.2178,0.45107,5.131336295111538,0.05982,-0.35575,0.02309,-0.52879,0.03286,-0.65158,0.1329,-0.53206,0.02431,-0.62197,-0.05707,-0.46580086299584766,-0.04608,-0.65697,0.0
1.0,0.623719578914214,-0.00592,-0.09924,-0.11949,-0.00763,-0.11824,5.5788312585895525,0.06637,0.03786,-0.06302,2.5617776424265655,0.0,-0.04572,-0.1554,6.610412013967866,-0.10196,6.6145476756881365,-0.05414,0.01838,0.03669,0.01519,0.00888,2.3280534774317094,-0.01535,-0.0324,0.09223,-0.07859,-1.2418434008361383,0.0,0.0,-0.00039,0.12011,1.0
1.0,0.97588,-0.10602,0.94601,-0.208,0.92806,-0.2835,0.85996,-0.27342,0.79766,-0.47929,0.78225,-2.2248188851215622,0.74628,0.9424702990250167,6.610412013967866,-0.68086,0.37852,-0.73641,0.36324,-0.76562,0.31898,-0.79753,0.22792,-0.81634,1.0338232662032896,-0.8251,0.04606,-0.82395,-0.08523481446944245,0.46282244797241257,-0.13832,-0.80975,0.0
0.0,0.0,0.0,-0.6693065403337416,0.0,1.0,-3.059255949341902,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.5325607804338068,-0.46160789902482885,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-2.5133565855756723,0.0,1.0
1.0,0.96355,-0.07198,1.0,-0.14333,1.0811713832056848,-0.21313,1.0,-0.36174,0.9257,-0.43569,0.9451,-0.40668,0.19452786720643267,-0.46381,0.98305,-0.35257,6.6145476756881365,-0.6602,0.75346,-0.60589,0.69637,-0.64225,0.85106,-0.27837547315090544,-1.0759938141643648,-0.69712,0.25435,-0.63919,0.45114,-0.72779,0.38895,-0.7342,0.0
1.0,-0.01864,0.5977840603580147,0.0,0.0,0.0,0.0,0.1147,-0.2681,6.10826013532234,-0.38172,0.0,0.0,-0.33656,0.38602,-0.37133,0.15018,0.63728,1.3135983046955273,0.0,0.0,0.0,0.0,-0.14803,-0.01326,0.20645,-0.02294,-0.8285530353400598,0.0,0.16595,0.24086,-0.08208,0.38065,1.0
