0,1,2,3,4,5,label
0.23001961,5.0725783,-0.27606055,0.83244412,-0.37786573,0.4803223,0.0
0.8428199920302892,-0.16939038,0.67065219,-0.85955255,-0.37786573,-0.94572324,0.0
-0.78441482,-0.44365372,5.6747053,-0.85955255,-0.37786573,-0.94572324,0.0
0.54608818,0.13141457,-0.45638679,-0.85955255,-0.37786573,-0.94572324,-0.7630914649059461
-0.10298725,-0.3949941,-0.14081588,-0.7455416181033593,-0.37786573,1.0135658,0.0
-0.18039525,-0.38172329,0.26491816,0.77294998,1.4689815,0.85206922,0.0
-0.068602514,10.0000062172904,-0.18589744,0.89911132,1.7433811,1.0623195,0.0
-0.082491915,-0.44807732,0.89605999,-0.85955255,-3.0790682929764728,-0.94572324,0.0
-0.15160016,-0.36845248,0.62557063,1.1974259,-0.37786573,1.0105187,0.0
-0.78441482,-0.47019533,-0.59163147,-5.197834273736145,-0.37786573,-0.94572324,0.0
-0.081136852,-0.32421646,1.0313047,1.1716873,-0.37786573,1.3975012,0.0
-0.78441482,-0.47019533,9.989496329427736,-0.85955255,-0.37786573,-0.94572324,0.0
-2.912423899975309,-0.44365372,-0.50146835,-0.85955255,-0.37786573,-0.94572324,0.0
0.53761903,1.5867797,-0.27606055,5.242021937876925,-0.37786573,0.80940974,0.0
1.3040768,1.060371,-0.36622367,1.8653638,-0.37786573,-1.5726045085019855,0.0
0.3860213,10.0000062172904,-0.41130523,0.76957442,10.0049654879065,0.89777581,0.0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
-0.10112404,-0.27998044,-0.27606055,-0.85955255,-0.37786573,-0.94572324,0.0
7.4696159,-0.44807732,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
-0.78441482,10.0000062172904,6.729535028076981,-0.85955255,-0.37786573,-0.94572324,0.0
0.81506829,2.7280691,-0.050652758,0.62991086,0.79101616,0.65400734,-0.1493728703502046
0.76408402,10.0000062172904,-0.50146835,1.3780181,-0.37786573,0.87339896,0.0
-0.44226128,-0.44365372,1.4370387,-0.19414637,0.1270441,1.278664,0.0
-0.78441482,-0.47019533,9.989496329427736,-1.2387888821266517,-0.37786573,-0.94572324,0.0
9.997237792011457,0.6477460065952029,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-3.646094922895921,-0.94572324,0.0
-0.78441482,0.2266464434230323,-0.59163147,10.004555584272547,-0.37786573,-0.94572324,0.0
0.60164578,0.60031641,0.30999972,0.88560911,6.20456743312104,1.0562253,0.0
2.0328035955586,-0.17381398,-0.18589744,10.004555584272547,-0.37786573,10.006245889191648,0.0
-0.29540627,-0.41268851,2.1500493009612796,-0.85955255,2.640606907506471,-0.94572324,0.0
0.22239738,-0.2092028,-0.095734317,2.2490281109504453,-0.37786573,1.2634285,0.0
0.60486406,0.5781984,-4.531627454982905,10.004555584272547,-0.37786573,-0.94572324,0.0
-0.1402515,10.0000062172904,0.85097843,0.42526787,0.74050871,1.1689682,0.0
-0.18276662,0.05178973,0.35508128,1.1543876,0.62675172,-0.023726949213534132,0.0
9.997237792011457,-0.47019533,-0.59163147,-0.85955255,10.0049654879065,-0.94572324,0.0
0.0071116601,-0.27113323,0.58048907,1.0687329,-0.37786573,1.2420988,0.0
-0.32267692,-0.37287609,1.9329359,-0.85955255,-0.37786573,-0.94572324,-0.13037719628379374
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,1.5306232895807108
0.25271692,0.1844978,0.26491816,0.60206253,-0.37786573,1.2055335,0.0
-0.78441482,0.8530726907790197,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
-0.18446045,-0.37287609,0.35508128,1.2396204,-0.37786573,1.0866964,0.0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
-1.4041786104893412,4.6788777,-0.45638679,1.4602973,1.2448588,-1.503876046727739,0.0
-0.78441482,-2.813171421688735,-0.59163147,-0.85955255,10.0049654879065,-0.94572324,0.0
1.5591675,5.0504603,-0.50146835,0.94805686,-0.37786573,5.772119168728741,0.0
0.28659351,0.05178973,0.44524439,0.57252643,10.0049654879065,1.1415443,0.0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
-0.78441482,-0.47019533,-0.59163147,3.8068010772948906,10.0049654879065,10.006245889191648,0.0
-0.065553621,-0.32864006,-0.32114211,0.50121784,-0.37786573,1.6290812,0.0
0.095190789,-0.29767485,0.49032595,0.50543729,10.0049654879065,10.006245889191648,0.0
9.997237792011457,-0.31536926,-0.0055711987,0.74636748,0.61842161,1.1476385,0.0
-0.49375369,-0.38614689,1.1665493,-0.024102819,1.1365345,1.0227071,0.0
0.13719776,-0.36845248,9.989496329427736,-0.85955255,-3.261710791440709,-0.94572324,0.0
0.84250832,0.52511517,9.989496329427736,-2.0373714535920437,-0.37786573,0.96176503,0.0
1.190929,4.953141,-0.32114211,1.5105086,0.57956973,0.67838418,0.0
-0.1551572,-0.35518168,0.26491816,1.636522150569427,-5.196459877268525,-0.94572324,0.0
0.14465061,-0.36402888,1.0747146464194186,0.79868858,0.64769223,1.4767259,0.6592484418171585
-0.78441482,-0.47019533,-0.59163147,2.895973595926278,-0.37786573,-0.94572324,-0.1844145630824463
0.21274255,0.46760834,2.8796486,0.7788572,-0.012954376,0.270072,0.0
0.24560284,0.48530275,0.12967348,-0.85955255,-0.37786573,-0.94572324,0.0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,0.18699032753024158,-0.94572324,0.0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
0.6223105,0.14468538,0.30999972,0.25311459,-0.37786573,10.006245889191648,0.0
0.17039681,-0.24016802,-0.27606055,0.88982855,-0.37786573,1.4188309,0.0
0.30827453,10.0000062172904,-0.45638679,-5.69794664969159,-0.37786573,-0.94572324,0.0
-0.0020350187,-0.29325125,0.26491816,1.1978479,0.49030918,1.3030409,0.0
-0.029475055,4.68001798506003,0.12967348,-0.12410362,0.72016086,0.83073948,0.0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,0.0
-0.78441482,-0.47019533,-0.59163147,-0.85955255,-0.37786573,-0.94572324,-0.48171857821705083
-0.0044063799,-0.15611958,1.3468756,-0.85955255,10.0049654879065,-0.94572324,0.0
3.302607345028012,10.0000062172904,0.49032595,-3.7296805572422085,-0.37786573,0.40250052159823135,0.0
-0.075039066,0.22873382,0.17475504,0.34087901,0.40480212,1.2268632,0.0
